date,asin,campaign_id,campaign_name,impressions,clicks,ctr_pct,spend,sales,orders,tos_impressions,placement_impressions,tos_impression_share_pct
2026-03-12,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-12,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-13,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-13,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-14,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-14,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-15,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-15,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-16,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-16,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-17,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-17,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-18,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-18,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-19,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-19,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-20,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-20,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
